512,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,-1,-1, 6.770623e-02,6.564093e-02,8.238482e-02
512,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 4.557148e-01,4.529390e-01,4.610989e-01
512,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 1.485925e+00,1.474256e+00,1.492158e+00
512,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 3.394322e+00,3.376959e+00,3.441689e+00
1024,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,-1,-1, 4.907781e-02,4.168200e-02,1.953180e-01
1024,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.582289e-01,2.372952e-01,3.537698e-01
1024,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 7.463815e-01,7.380431e-01,7.870438e-01
1024,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.691800e+00,1.681517e+00,1.706296e+00
1536,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,-1,-1, 4.237748e-02,4.147482e-02,6.299901e-02
1536,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.178679e-01,2.155011e-01,2.227728e-01
1536,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.598665e-01,6.557059e-01,6.769402e-01
1536,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.511993e+00,1.502159e+00,1.530144e+00
2048,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,-1,-1, 5.300180e-02,4.448318e-02,2.557411e-01
2048,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.118256e-01,2.100179e-01,2.130940e-01
2048,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.446061e-01,6.430290e-01,6.469581e-01
2048,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.486952e+00,1.481984e+00,1.506099e+00
2560,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,-1,-1, 4.648697e-02,4.229188e-02,1.369810e-01
2560,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.053830e-01,1.949990e-01,2.334008e-01
2560,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.708813e-01,5.644660e-01,5.786450e-01
2560,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.273319e+00,1.264731e+00,1.279306e+00
3072,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 1.985351e-01,1.954620e-01,2.023032e-01
3072,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.924957e-01,5.860169e-01,6.034698e-01
3072,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.365054e+00,1.354360e+00,1.387864e+00
3584,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 1.976827e-01,1.931891e-01,2.201328e-01
3584,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.998853e-01,5.861061e-01,6.142299e-01
3584,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.317723e+00,1.309888e+00,1.335452e+00
4096,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.062661e-01,2.008119e-01,2.333441e-01
4096,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.619320e-01,5.596650e-01,5.642219e-01
4096,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.264058e+00,1.255827e+00,1.269941e+00
4608,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.084969e-01,2.030902e-01,2.163229e-01
4608,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.992307e-01,5.849400e-01,6.165891e-01
4608,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.321267e+00,1.308141e+00,1.358849e+00
5120,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,-1,-1, 2.097281e-01,2.078171e-01,2.129538e-01
5120,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 5.755820e-01,5.681291e-01,5.834880e-01
5120,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.289355e+00,1.283728e+00,1.296055e+00
5632,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.116669e-01,6.083510e-01,6.171069e-01
5632,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.309638e+00,1.300246e+00,1.321632e+00
6144,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.249087e-01,6.098540e-01,6.860781e-01
6144,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.314361e+00,1.308132e+00,1.321252e+00
6656,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.280013e-01,6.246688e-01,6.342709e-01
6656,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.331762e+00,1.322273e+00,1.345371e+00
7168,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.368796e-01,6.306169e-01,6.466141e-01
7168,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.365304e+00,1.354347e+00,1.372626e+00
7680,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.469235e-01,6.440880e-01,6.496630e-01
7680,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.391914e+00,1.383085e+00,1.414990e+00
8192,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,-1,-1, 6.666320e-01,6.622438e-01,6.802068e-01
8192,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.405681e+00,1.397109e+00,1.418258e+00
8704,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.402735e+00,1.394574e+00,1.414900e+00
9216,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.429531e+00,1.424125e+00,1.436673e+00
9728,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.442439e+00,1.436548e+00,1.448884e+00
10240,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.453298e+00,1.445956e+00,1.459895e+00
10752,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,-1,-1, 1.481298e+00,1.475924e+00,1.488201e+00
512,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,0,0, 6.262599e-02,6.114817e-02,7.239294e-02
512,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,0,0, 4.447455e-01,4.411480e-01,4.494331e-01
512,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,0,0, 1.456973e+00,1.450237e+00,1.468822e+00
512,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,0,0, 3.306166e+00,3.293227e+00,3.319427e+00
1024,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,0,0, 3.865547e-02,3.644300e-02,1.559589e-01
1024,1,1,0.000, N,N,1.23450,1.11540,8192,8192,8192,-1,-1,0,0, 2.280884e-01,2.275009e-01,2.293582e-01
1024,1,1,0.000, N,N,1.23450,1.11540,12288,12288,12288,-1,-1,0,0, 7.249093e-01,7.197201e-01,7.486012e-01
1024,1,1,0.000, N,N,1.23450,1.11540,16384,16384,16384,-1,-1,0,0, 1.667011e+00,1.663065e+00,1.671436e+00
1536,1,1,0.000, N,N,1.23450,1.11540,4096,4096,4096,-1,-1,0,0, 3.359862e-02,3.215218e-02,5.003595e-02
