0, N,N,1.00000,1.02000,1200,1200,1200,-1,-1,-1,-1, -1,0.000, 1.455070e-02,1.415801e-02,1.628089e-02
0, N,N,1.00000,1.02000,12000,12000,12000,-1,-1,-1,-1, -1,0.000, 3.280842e+00,3.276107e+00,3.310497e+00
0, N,N,1.00000,1.02000,1200,1200,1200,-1,-1,-1,-1, -1,0.000, 1.453470e-02,1.418304e-02,1.576400e-02
0, N,N,1.23400,1.02450,20000,20000,20000,-1,-1,-1,-1, -1,0.000, 1.423979e+01,1.422940e+01,1.429375e+01
0, N,N,1.23400,1.02450,10000,10000,10000,-1,-1,-1,-1, -1,0.000, 1.949963e+00,1.949408e+00,1.950594e+00
0, N,N,1.23400,1.02450,10000,10000,10000,-1,-1,-1,-1, -1,0.000, 1.950500e+00,1.948430e+00,1.953513e+00
0, N,N,1.23400,1.02450,10000,10000,10000,-1,-1,-1,-1, -1,0.000, 1.958166e+00,1.948969e+00,2.028615e+00
0, N,N,1.23400,1.02450,10000,10000,10000,-1,-1,-1,-1, -1,0.000, 1.951593e+00,1.950299e+00,1.955228e+00
0, N,N,1.23400,1.02450,12288,12288,12288,-1,-1,-1,-1, -1,0.000, 3.170180e+00,3.169089e+00,3.173477e+00
0, N,N,1.02000,1.01234,4096,4096,4096,-1,-1,-1,-1, -1,0.000, 1.774682e-01,1.771228e-01,1.781280e-01
0, N,N,1.02000,1.01234,4096,4096,4096,-1,-1,-1,-1, -1,0.000, 1.705308e-01,1.696110e-01,2.040699e-01
0, N,N,1.02000,1.01234,4096,4096,4096,-1,-1,-1,-1, -1,0.000, 1.094721e+00,1.092469e+00,1.098110e+00
0, N,N,1.02000,1.01234,4096,4096,4096,-1,-1,-1,-1, -1,0.000, 2.845169e-02,2.805305e-02,3.064513e-02
0, N,N,1.02000,1.01234,16384,16384,16384,-1,-1,-1,-1, -1,0.000, 7.678577e-01,7.650530e-01,7.771981e-01
0, N,N,1.02000,1.01234,16384,16384,16384,-1,-1,-1,-1, -1,0.000, 6.627279e-01,6.613479e-01,6.668322e-01
0, N,N,1.02000,1.01230,20000,20000,20000,-1,-1,-1,-1, -1,0.000, 1.347040e+00,1.342637e+00,1.354334e+00
0, N,N,1.02000,1.01230,40000,40000,40000,-1,-1,-1,-1, -1,0.000, 9.302476e+00,9.159261e+00,9.354688e+00
0, N,N,1.02000,1.01230,20000,20000,20000,-1,-1,-1,-1, -1,0.000, 1.344589e+00,1.337636e+00,1.359300e+00
