6,5,[ 6 5 ],33554432,1685713046.099482,1685713046.101307,1685713046.102051
0,4,[ 0 4 ],33554432,1685713046.099858,1685713046.101287,1685713046.102044
0,4,[ 0 4 ],33554432,1685713046.099943,1685713046.102102,1685713046.102852
0,4,[ 0 4 ],33554432,1685713046.099981,1685713046.102910,1685713046.103682
0,2,[ 0 2 ],33554432,1685713046.099996,1685713046.103782,1685713046.105202
0,2,[ 0 2 ],33554432,1685713046.100034,1685713046.105255,1685713046.106721
2,1,[ 2 1 ],33554432,1685713046.100078,1685713046.105266,1685713046.106013
5,1,[ 5 1 ],33554432,1685713046.100160,1685713046.101444,1685713046.102181
0,1,[ 0 1 ],33554432,1685713046.100185,1685713046.100222,1685713046.101674
0,3,[ 0 3 ],33554432,1685713046.100210,1685713046.100240,1685713046.101001
0,3,[ 0 3 ],33554432,1685713046.100246,1685713046.101060,1685713046.101839
0,3,[ 0 3 ],33554432,1685713046.100268,1685713046.101888,1685713046.102627
6,7,[ 6 7 ],33554432,1685713046.100311,1685713046.101313,1685713046.102053
3,7,[ 3 7 ],33554432,1685713046.100365,1685713046.102019,1685713046.103488
0,3,[ 0 3 ],33554432,1685713046.102645,1685713046.103571,1685713046.104341
0,3,[ 0 3 ],33554432,1685713046.102665,1685713046.104423,1685713046.105142
0,3,[ 0 3 ],33554432,1685713046.102688,1685713046.105205,1685713046.106240
0,4,[ 0 4 ],33554432,1685713046.103710,1685713046.106395,1685713046.107138
0,4,[ 0 4 ],33554432,1685713046.103734,1685713046.107216,1685713046.107956
5,6,[ 5 6 ],33554432,1685713046.104698,1685713046.105568,1685713046.106303
4,7,[ 4 7 ],33554432,1685713046.105222,1685713046.105336,1685713046.106096
3,7,[ 3 7 ],33554432,1685713046.105244,1685713046.105261,1685713046.106723
5,1,[ 5 1 ],33554432,1685713046.106203,1685713046.107076,1685713046.107809
0,1,[ 0 1 ],33554432,1685713046.106220,1685713046.106244,1685713046.107679
0,3,[ 0 3 ],33554432,1685713046.106262,1685713046.107230,1685713046.107958
0,3,[ 0 3 ],33554432,1685713046.106286,1685713046.108018,1685713046.108760
0,2,[ 0 2 ],33554432,1685713046.106750,1685713046.109896,1685713046.111339
0,1,[ 0 1 ],33554432,1685713046.107987,1685713046.108020,1685713046.109449
0,4,[ 0 4 ],33554432,1685713046.108032,1685713046.108065,1685713046.108803
0,4,[ 0 4 ],33554432,1685713046.108078,1685713046.108859,1685713046.109598
4,7,[ 4 7 ],33554432,1685713046.108353,1685713046.108870,1685713046.109619
3,7,[ 3 7 ],33554432,1685713046.108376,1685713046.108818,1685713046.110257
1,5,[ 1 5 ],33554432,1685713046.108726,1685713046.109501,1685713046.110242
0,3,[ 0 3 ],33554432,1685713046.108783,1685713046.108805,1685713046.109540
0,3,[ 0 3 ],33554432,1685713046.108810,1685713046.109600,1685713046.110343
0,1,[ 0 1 ],33554432,1685713046.109618,1685713046.109638,1685713046.111098
0,4,[ 0 4 ],33554432,1685713046.109649,1685713046.109670,1685713046.110379
0,4,[ 0 4 ],33554432,1685713046.109677,1685713046.110407,1685713046.111159
4,7,[ 4 7 ],33554432,1685713046.110289,1685713046.110437,1685713046.111152
3,7,[ 3 7 ],33554432,1685713046.110318,1685713046.110389,1685713046.111828
0,3,[ 0 3 ],33554432,1685713046.110360,1685713046.110381,1685713046.111101
0,3,[ 0 3 ],33554432,1685713046.110388,1685713046.111160,1685713046.111897
1,5,[ 1 5 ],33554432,1685713046.110884,1685713046.111168,1685713046.111909
0,1,[ 0 1 ],33554432,1685713046.111276,1685713046.111296,1685713046.112713
0,4,[ 0 4 ],33554432,1685713046.111318,1685713046.111341,1685713046.112079
0,4,[ 0 4 ],33554432,1685713046.111347,1685713046.112144,1685713046.112885
4,7,[ 4 7 ],33554432,1685713046.111850,1685713046.112148,1685713046.112896
3,7,[ 3 7 ],33554432,1685713046.111878,1685713046.111932,1685713046.113447
0,3,[ 0 3 ],33554432,1685713046.111912,1685713046.111931,1685713046.112666
0,3,[ 0 3 ],33554432,1685713046.111956,1685713046.112715,1685713046.113467
1,5,[ 1 5 ],33554432,1685713046.112287,1685713046.112771,1685713046.113518
0,1,[ 0 1 ],33554432,1685713046.112895,1685713046.112917,1685713046.114321
0,2,[ 0 2 ],33554432,1685713046.112931,1685713046.112951,1685713046.114350
0,4,[ 0 4 ],33554432,1685713046.112965,1685713046.112984,1685713046.113722
0,4,[ 0 4 ],33554432,1685713046.113002,1685713046.113779,1685713046.114524
4,7,[ 4 7 ],33554432,1685713046.113466,1685713046.113785,1685713046.114529
3,7,[ 3 7 ],33554432,1685713046.113488,1685713046.113506,1685713046.114939
0,3,[ 0 3 ],33554432,1685713046.113513,1685713046.113534,1685713046.114271
0,3,[ 0 3 ],33554432,1685713046.113548,1685713046.114323,1685713046.115058
2,6,[ 2 6 ],33554432,1685713046.113698,1685713046.114421,1685713046.115869
1,5,[ 1 5 ],33554432,1685713046.114046,1685713046.114386,1685713046.115142
0,1,[ 0 1 ],33554432,1685713046.114515,1685713046.114536,1685713046.115965
0,2,[ 0 2 ],33554432,1685713046.114553,1685713046.114573,1685713046.115978
0,4,[ 0 4 ],33554432,1685713046.114590,1685713046.114611,1685713046.115349
0,4,[ 0 4 ],33554432,1685713046.114627,1685713046.115401,1685713046.116144
4,7,[ 4 7 ],33554432,1685713046.114962,1685713046.115411,1685713046.117955
3,7,[ 3 7 ],33554432,1685713046.114996,1685713046.115116,1685713046.116571
0,3,[ 0 3 ],33554432,1685713046.115074,1685713046.115097,1685713046.115837
0,3,[ 0 3 ],33554432,1685713046.115107,1685713046.115889,1685713046.116626
1,5,[ 1 5 ],33554432,1685713046.115692,1685713046.116025,1685713046.116795
2,6,[ 2 6 ],33554432,1685713046.115892,1685713046.116033,1685713046.117471
0,1,[ 0 1 ],33554432,1685713046.116138,1685713046.116153,1685713046.117587
0,2,[ 0 2 ],33554432,1685713046.116165,1685713046.116184,1685713046.117589
0,4,[ 0 4 ],33554432,1685713046.116200,1685713046.116220,1685713046.116959
0,4,[ 0 4 ],33554432,1685713046.116237,1685713046.117012,1685713046.117750
0,3,[ 0 3 ],33554432,1685713046.116644,1685713046.116663,1685713046.117386
0,3,[ 0 3 ],33554432,1685713046.116672,1685713046.117452,1685713046.118195
3,0,[ 3 0 ],33554432,1685713046.116737,1685713046.137581,1685713046.138423
2,6,[ 2 6 ],33554432,1685713046.117491,1685713046.117655,1685713046.119129
0,2,[ 0 2 ],33554432,1685713046.117609,1685713046.117628,1685713046.119098
0,1,[ 0 1 ],33554432,1685713046.117815,1685713046.117834,1685713046.119287
0,4,[ 0 4 ],33554432,1685713046.117845,1685713046.117864,1685713046.118605
0,4,[ 0 4 ],33554432,1685713046.117874,1685713046.118657,1685713046.119367
1,0,[ 1 0 ],33554432,1685713046.117889,1685713046.137601,1685713046.139100
4,0,[ 4 0 ],33554432,1685713046.117928,1685713046.140026,1685713046.140770
4,7,[ 4 7 ],33554432,1685713046.117972,1685713046.117992,1685713046.118732
3,7,[ 3 7 ],33554432,1685713046.117999,1685713046.118016,1685713046.119469
0,3,[ 0 3 ],33554432,1685713046.118217,1685713046.118239,1685713046.119006
0,3,[ 0 3 ],33554432,1685713046.118249,1685713046.119100,1685713046.119842
1,5,[ 1 5 ],33554432,1685713046.119272,1685713046.119311,1685713046.120047
2,6,[ 2 6 ],33554432,1685713046.119291,1685713046.119326,1685713046.120764
0,1,[ 0 1 ],33554432,1685713046.119320,1685713046.119354,1685713046.120783
0,1,[ 0 1 ],33554432,1685713046.119356,1685713046.120834,1685713046.122267
0,4,[ 0 4 ],33554432,1685713046.119388,1685713046.119410,1685713046.120152
0,4,[ 0 4 ],33554432,1685713046.119427,1685713046.120213,1685713046.120938
0,2,[ 0 2 ],33554432,1685713046.119448,1685713046.119471,1685713046.120900
4,7,[ 4 7 ],33554432,1685713046.119487,1685713046.119510,1685713046.120262
3,7,[ 3 7 ],33554432,1685713046.119530,1685713046.119549,1685713046.120990
0,3,[ 0 3 ],33554432,1685713046.119863,1685713046.119885,1685713046.120630
1,5,[ 1 5 ],33554432,1685713046.120268,1685713046.120300,1685713046.121057
0,3,[ 0 3 ],33554432,1685713046.120649,1685713046.120670,1685713046.121418
2,6,[ 2 6 ],33554432,1685713046.120789,1685713046.120959,1685713046.122551
0,2,[ 0 2 ],33554432,1685713046.120920,1685713046.120940,1685713046.122376
0,4,[ 0 4 ],33554432,1685713046.120989,1685713046.121013,1685713046.121758
3,7,[ 3 7 ],33554432,1685713046.121025,1685713046.121049,1685713046.122606
0,3,[ 0 3 ],33554432,1685713046.121436,1685713046.122327,1685713046.123066
0,4,[ 0 4 ],33554432,1685713046.121796,1685713046.121817,1685713046.122557
1,5,[ 1 5 ],33554432,1685713046.121826,1685713046.121848,1685713046.122594
0,1,[ 0 1 ],33554432,1685713046.122295,1685713046.122318,1685713046.123753
0,2,[ 0 2 ],33554432,1685713046.122392,1685713046.122410,1685713046.123843
0,2,[ 0 2 ],33554432,1685713046.122421,1685713046.123898,1685713046.125337
2,6,[ 2 6 ],33554432,1685713046.122568,1685713046.122597,1685713046.124060
0,4,[ 0 4 ],33554432,1685713046.122602,1685713046.123488,1685713046.124235
0,3,[ 0 3 ],33554432,1685713046.123088,1685713046.123109,1685713046.123845
0,1,[ 0 1 ],33554432,1685713046.123771,1685713046.123790,1685713046.125233
0,3,[ 0 3 ],33554432,1685713046.123870,1685713046.123900,1685713046.124649
2,6,[ 2 6 ],33554432,1685713046.124080,1685713046.124103,1685713046.125537
0,4,[ 0 4 ],33554432,1685713046.124252,1685713046.124274,1685713046.125025
1,5,[ 1 5 ],33554432,1685713046.124327,1685713046.124405,1685713046.125147
3,7,[ 3 7 ],33554432,1685713046.124353,1685713046.124375,1685713046.125810
0,3,[ 0 3 ],33554432,1685713046.124669,1685713046.124692,1685713046.125421
0,4,[ 0 4 ],33554432,1685713046.125046,1685713046.125066,1685713046.125806
1,5,[ 1 5 ],33554432,1685713046.125177,1685713046.125302,1685713046.126107
0,1,[ 0 1 ],33554432,1685713046.125267,1685713046.125290,1685713046.126721
0,2,[ 0 2 ],33554432,1685713046.125360,1685713046.126940,1685713046.128377
3,0,[ 3 0 ],33554432,1685713046.125472,1685713046.208099,1685713046.208854
0,3,[ 0 3 ],33554432,1685713046.125485,1685713046.125503,1685713046.126249
0,3,[ 0 3 ],33554432,1685713046.125516,1685713046.126305,1685713046.127044
0,4,[ 0 4 ],33554432,1685713046.125823,1685713046.125845,1685713046.126586
3,7,[ 3 7 ],33554432,1685713046.125859,1685713046.125879,1685713046.127318
1,5,[ 1 5 ],33554432,1685713046.126130,1685713046.126791,1685713046.127531
4,0,[ 4 0 ],33554432,1685713046.126629,1685713046.213002,1685713046.213745
0,4,[ 0 4 ],33554432,1685713046.126641,1685713046.126659,1685713046.127884
0,4,[ 0 4 ],33554432,1685713046.126679,1685713046.127933,1685713046.128711
0,1,[ 0 1 ],33554432,1685713046.126745,1685713046.126764,1685713046.128198
0,3,[ 0 3 ],33554432,1685713046.127066,1685713046.127091,1685713046.127886
2,6,[ 2 6 ],33554432,1685713046.127332,1685713046.128434,1685713046.129981
3,7,[ 3 7 ],33554432,1685713046.127366,1685713046.127399,1685713046.129014
1,5,[ 1 5 ],33554432,1685713046.127561,1685713046.128256,1685713046.129024
0,3,[ 0 3 ],33554432,1685713046.127914,1685713046.127935,1685713046.128715
0,1,[ 0 1 ],33554432,1685713046.128217,1685713046.128238,1685713046.129670
0,2,[ 0 2 ],33554432,1685713046.128398,1685713046.128417,1685713046.129847
0,4,[ 0 4 ],33554432,1685713046.128737,1685713046.128774,1685713046.129514
0,3,[ 0 3 ],33554432,1685713046.128766,1685713046.128803,1685713046.129525
3,7,[ 3 7 ],33554432,1685713046.129039,1685713046.129072,1685713046.130507
