256,256, 9.795010e-05,4.896376e-06,5433, 1.088466e-04,5.441352e-06,5065, 1.699871e+00
512,512, 2.706161e-04,1.352812e-05,2760, 2.867719e-04,1.433311e-05,2656, 2.299845e+00
768,768, 5.061570e-04,2.529627e-05,1819, 5.541232e-04,2.768247e-05,1713, 2.778707e+00
1024,1024, 8.139191e-04,4.066178e-05,1326, 9.159529e-04,4.574623e-05,1226, 3.252781e+00
1280,1280, 1.219882e-03,6.098422e-05,1014, 1.373318e-03,6.861286e-05,936, 3.759030e+00
1536,1536, 1.714567e-03,8.557206e-05,808, 1.930345e-03,9.648492e-05,746, 4.204558e+00
1792,1792, 2.308158e-03,1.151990e-04,663, 2.588071e-03,1.293209e-04,614, 4.619698e+00
2048,2048, 2.970179e-03,1.484909e-04,560, 3.337367e-03,1.664804e-04,519, 5.035743e+00
2304,2304, 3.737362e-03,1.866555e-04,481, 4.219654e-03,2.105499e-04,444, 5.451867e+00
2560,2560, 4.606130e-03,2.297429e-04,419, 5.187162e-03,2.589297e-04,387, 5.817644e+00
2816,2816, 5.552193e-03,2.770534e-04,370, 6.255430e-03,3.119168e-04,342, 6.199729e+00
3072,3072, 6.587302e-03,3.291664e-04,330, 7.420162e-03,3.706539e-04,305, 6.550695e+00
3328,3328, 7.735586e-03,3.858127e-04,297, 8.698349e-03,4.332794e-04,275, 6.928556e+00
3584,3584, 8.949688e-03,4.454416e-04,270, 1.006874e-02,5.033095e-04,249, 7.273550e+00
3840,3840, 1.023914e-02,5.094772e-04,247, 1.152572e-02,5.748995e-04,228, 7.626225e+00
4096,4096, 1.161568e-02,5.787312e-04,227, 1.309455e-02,6.509234e-04,210, 7.957152e+00
4608,4608, 1.471339e-02,7.337426e-04,194, 1.658909e-02,8.286723e-04,179, 8.602684e+00
5120,5120, 1.815190e-02,9.039790e-04,169, 2.044846e-02,1.020426e-03,156, 9.233710e+00
5632,5632, 2.194555e-02,1.093927e-03,149, 2.471849e-02,1.228765e-03,138, 9.875413e+00
6144,6144, 2.606300e-02,1.299522e-03,133, 2.936597e-02,1.463182e-03,123, 1.045796e+01
6656,6656, 3.071266e-02,1.519115e-03,120, 3.455392e-02,1.710168e-03,111, 1.112079e+01
7168,7168, 3.545152e-02,1.758132e-03,109, 3.994610e-02,1.974344e-03,101, 1.169675e+01
7680,7680, 4.065331e-02,2.004499e-03,100, 4.584650e-02,2.276065e-03,92, 1.224928e+01
8192,8192, 4.618883e-02,2.276085e-03,92, 5.207510e-02,2.568189e-03,85, 1.286977e+01
9216,9216, 5.846879e-02,2.872168e-03,79, 6.452983e-02,3.174350e-03,74, 1.471139e+01
10240,10240, 7.229168e-02,3.613572e-03,68, 7.815922e-02,3.872693e-03,65, 1.659155e+01
11264,11264, 8.742292e-02,4.269785e-03,61, 9.321786e-02,4.614430e-03,58, 1.834335e+01
12288,12288, 1.038317e-01,5.151915e-03,54, 1.096932e-01,5.461081e-03,52, 1.987153e+01
13312,13312, 1.220461e-01,5.986797e-03,49, 1.277972e-01,6.386055e-03,47, 2.147813e+01
14336,14336, 1.407528e-01,6.831769e-03,45, 1.467544e-01,7.331918e-03,43, 2.281652e+01
