256,256, 4.592925e-05,2.296210e-06,9000, 5.368139e-05,2.683882e-06,8111, 1.467868e+00
512,512, 1.726469e-04,8.629812e-06,3724, 1.969692e-04,9.844836e-06,3411, 1.963372e+00
768,768, 3.695917e-04,1.846877e-05,2243, 4.286970e-04,2.142089e-05,2032, 2.532348e+00
1024,1024, 6.517226e-04,3.255709e-05,1538, 7.529564e-04,3.763644e-05,1396, 3.025369e+00
1280,1280, 1.009780e-03,5.048682e-05,1148, 1.175536e-03,5.873385e-05,1038, 3.498517e+00
1536,1536, 1.457582e-03,7.277028e-05,900, 1.685883e-03,8.415750e-05,817, 3.947256e+00
1792,1792, 1.965956e-03,9.825462e-05,737, 2.289009e-03,1.144147e-04,666, 4.363129e+00
2048,2048, 2.574435e-03,1.286590e-04,616, 2.983890e-03,1.488857e-04,559, 4.773456e+00
2304,2304, 3.253563e-03,1.622261e-04,528, 3.777291e-03,1.884176e-04,478, 5.169815e+00
2560,2560, 4.001487e-03,1.996206e-04,460, 4.659727e-03,2.322334e-04,416, 5.544783e+00
2816,2816, 4.835691e-03,2.408979e-04,406, 5.630805e-03,2.804634e-04,367, 5.916378e+00
3072,3072, 5.800559e-03,2.899295e-04,359, 6.697469e-03,3.338040e-04,327, 6.275497e+00
3328,3328, 6.752595e-03,3.368151e-04,325, 7.867524e-03,3.917508e-04,294, 6.612750e+00
3584,3584, 7.829221e-03,3.897504e-04,295, 9.117768e-03,4.555708e-04,266, 6.945255e+00
3840,3840, 8.986057e-03,4.479288e-04,269, 1.045550e-02,5.224450e-04,243, 7.316699e+00
4096,4096, 1.021629e-02,5.094642e-04,247, 1.189480e-02,5.908313e-04,224, 7.640448e+00
4608,4608, 1.293618e-02,6.462609e-04,211, 1.506999e-02,7.512174e-04,191, 8.225190e+00
5120,5120, 1.593968e-02,7.948457e-04,184, 1.858536e-02,9.288031e-04,166, 8.830475e+00
5632,5632, 1.929224e-02,9.637372e-04,162, 2.248577e-02,1.116534e-03,147, 9.454347e+00
6144,6144, 2.294648e-02,1.139956e-03,145, 2.674139e-02,1.329710e-03,131, 1.004110e+01
6656,6656, 2.692858e-02,1.345261e-03,130, 3.136432e-02,1.558364e-03,118, 1.062086e+01
7168,7168, 3.121966e-02,1.558364e-03,118, 3.631356e-02,1.808324e-03,107, 1.118960e+01
7680,7680, 3.583333e-02,1.782916e-03,108, 4.161629e-02,2.067104e-03,98, 1.180287e+01
8192,8192, 4.075985e-02,2.035385e-03,99, 4.728891e-02,2.353630e-03,90, 1.233988e+01
9216,9216, 5.157678e-02,2.568171e-03,85, 5.973449e-02,2.928627e-03,78, 1.353608e+01
10240,10240, 6.366484e-02,3.174329e-03,74, 7.360294e-02,3.613541e-03,68, 1.460786e+01
11264,11264, 7.703311e-02,3.782936e-03,66, 8.903522e-02,4.379735e-03,60, 1.565689e+01
12288,12288, 9.167706e-02,4.494515e-03,59, 1.059473e-01,5.151862e-03,54, 1.673546e+01
13312,13312, 1.075918e-01,5.302701e-03,53, 1.243300e-01,6.181010e-03,48, 1.752037e+01
14336,14336, 1.247850e-01,6.181013e-03,48, 1.441836e-01,7.074440e-03,44, 1.855501e+01
