256,256, 6.909487e-05,3.454003e-06,6857, 6.569599e-05,3.284790e-06,7089, 1.616714e+00
512,512, 1.808897e-04,9.041514e-06,3614, 1.805805e-04,9.026774e-06,3614, 2.216074e+00
768,768, 3.931477e-04,1.965317e-05,2152, 4.217275e-04,2.107749e-05,2054, 2.623517e+00
1024,1024, 6.913823e-04,3.454727e-05,1478, 7.032781e-04,3.515061e-05,1461, 3.183737e+00
1280,1280, 1.078206e-03,5.390468e-05,1099, 1.095138e-03,5.472552e-05,1088, 3.703897e+00
1536,1536, 1.546479e-03,7.726761e-05,865, 1.581078e-03,7.901711e-05,852, 4.153280e+00
1792,1792, 2.096835e-03,1.048103e-04,706, 2.153724e-03,1.075466e-04,694, 4.589609e+00
2048,2048, 2.732845e-03,1.365814e-04,592, 2.804706e-03,1.401261e-04,582, 5.042719e+00
2304,2304, 3.463565e-03,1.729521e-04,506, 3.561059e-03,1.776858e-04,497, 5.451586e+00
2560,2560, 4.269578e-03,2.134316e-04,440, 4.393051e-03,2.194088e-04,432, 5.844866e+00
2816,2816, 5.160276e-03,2.579199e-04,388, 5.310611e-03,2.650895e-04,381, 6.236524e+00
3072,3072, 6.135922e-03,3.064935e-04,346, 6.306126e-03,3.146786e-04,340, 6.637243e+00
3328,3328, 7.209618e-03,3.599232e-04,311, 7.418323e-03,3.706492e-04,305, 6.996486e+00
3584,3584, 8.354822e-03,4.171551e-04,282, 8.597591e-03,4.285630e-04,277, 7.370627e+00
3840,3840, 9.586086e-03,4.770620e-04,258, 9.862653e-03,4.913448e-04,253, 7.723238e+00
4096,4096, 1.089944e-02,5.422541e-04,237, 1.121016e-02,5.599932e-04,232, 8.063371e+00
4608,4608, 1.380102e-02,6.851245e-04,203, 1.419853e-02,7.060437e-04,199, 8.744356e+00
5120,5120, 1.702334e-02,8.501234e-04,176, 1.752997e-02,8.725277e-04,173, 9.356535e+00
5632,5632, 2.060763e-02,1.020415e-03,156, 2.119654e-02,1.050874e-03,153, 1.002451e+01
6144,6144, 2.450846e-02,1.215374e-03,139, 2.519116e-02,1.256263e-03,136, 1.060200e+01
6656,6656, 2.877627e-02,1.427774e-03,125, 2.954702e-02,1.463173e-03,123, 1.123604e+01
7168,7168, 3.335543e-02,1.664348e-03,113, 3.424732e-02,1.710154e-03,111, 1.175494e+01
7680,7680, 3.830550e-02,1.888289e-03,104, 3.934750e-02,1.944936e-03,102, 1.241029e+01
8192,8192, 4.356317e-02,2.167383e-03,95, 4.476522e-02,2.202627e-03,94, 1.296573e+01
9216,9216, 5.513099e-02,2.713068e-03,82, 5.669557e-02,2.817420e-03,80, 1.400839e+01
10240,10240, 6.806091e-02,3.382086e-03,71, 7.004935e-02,3.456427e-03,70, 1.507185e+01
11264,11264, 8.235137e-02,4.063139e-03,63, 8.484077e-02,4.164319e-03,62, 1.613547e+01
12288,12288, 9.800320e-02,4.870797e-03,56, 1.010294e-01,5.008050e-03,55, 1.702670e+01
13312,13312, 1.150139e-01,5.627441e-03,51, 1.186813e-01,5.802467e-03,50, 1.815715e+01
14336,14336, 1.333890e-01,6.602608e-03,46, 1.379480e-01,6.831745e-03,45, 1.891080e+01
15360,15360, 1.531241e-01,7.605309e-03,42, 1.587450e-01,7.896195e-03,41, 1.971395e+01
16384,16384, 1.742180e-01,8.536860e-03,39, 1.812877e-01,8.890472e-03,38, 2.071583e+01
18432,18432, 2.204918e-01,1.058363e-02,34, 2.314699e-01,1.109241e-02,33, 2.267356e+01
20480,20480, 2.722072e-01,1.360384e-02,29, 2.881898e-01,1.438299e-02,28, 2.369142e+01
22528,22528, 3.293758e-01,1.618481e-02,26, 3.514627e-01,1.723220e-02,25, 2.554589e+01
24576,24576, 3.919906e-01,1.839784e-02,24, 4.208786e-01,1.970146e-02,23, 2.793289e+01
26624,26624, 4.600345e-01,2.282395e-02,21, 4.996504e-01,2.470962e-02,20, 2.853379e+01
28672,28672, 5.335299e-01,2.470936e-02,20, 5.878370e-01,2.936587e-02,18, 3.032337e+01
30720,30720, 6.124715e-01,2.936644e-02,18, 6.771703e-01,3.227425e-02,17, 3.229258e+01
32768,32768, 6.968476e-01,3.227258e-02,17, 7.707600e-01,3.568915e-02,16, 3.461980e+01
