256,256, 3.870920e-05,3.667257e-05,100001, 1.467609e-05,7.337615e-07,19253, 1.255907e+01
512,512, 5.264177e-05,2.631789e-06,8218, 4.739871e-05,2.369603e-06,8813, 1.669283e+00
768,768, 1.067493e-04,5.336592e-06,5130, 1.022373e-04,5.110690e-06,5280, 1.822208e+00
1024,1024, 1.847985e-04,9.236959e-06,3559, 1.790028e-04,8.948649e-06,3635, 2.093795e+00
1280,1280, 2.848668e-04,1.424213e-05,2667, 2.758168e-04,1.378958e-05,2725, 2.381978e+00
1536,1536, 4.043920e-04,2.021453e-05,2112, 3.952153e-04,1.974947e-05,2145, 2.640964e+00
1792,1792, 5.456898e-04,2.727314e-05,1730, 5.365080e-04,2.680650e-05,1750, 2.894153e+00
2048,2048, 7.078939e-04,3.536833e-05,1455, 7.019315e-04,3.507830e-05,1463, 3.132439e+00
2304,2304, 8.970063e-04,4.484813e-05,1245, 8.895910e-04,4.442752e-05,1250, 3.401375e+00
2560,2560, 1.102017e-03,5.502894e-05,1084, 1.096048e-03,5.480096e-05,1087, 3.613157e+00
2816,2816, 1.329935e-03,6.646107e-05,956, 1.323917e-03,6.614893e-05,959, 3.842186e+00
3072,3072, 1.579611e-03,7.887734e-05,853, 1.573649e-03,7.860022e-05,855, 4.066545e+00
3328,3328, 1.856534e-03,9.271730e-05,766, 1.847253e-03,9.235464e-05,768, 4.289680e+00
3584,3584, 2.149469e-03,1.073138e-04,695, 2.140333e-03,1.068512e-04,697, 4.504529e+00
3840,3840, 2.463879e-03,1.229145e-04,635, 2.454813e-03,1.226240e-04,636, 4.711903e+00
4096,4096, 2.799624e-03,1.397643e-04,583, 2.793596e-03,1.394046e-04,584, 4.914398e+00
4608,4608, 3.543786e-03,1.771486e-04,498, 3.537653e-03,1.766148e-04,499, 5.312120e+00
5120,5120, 4.368671e-03,2.178880e-04,434, 4.362482e-03,2.178880e-04,434, 5.696236e+00
5632,5632, 5.288213e-03,2.640440e-04,382, 5.278890e-03,2.630065e-04,383, 6.078678e+00
6144,6144, 6.285508e-03,3.132885e-04,341, 6.279251e-03,3.132885e-04,341, 6.437079e+00
6656,6656, 7.380039e-03,3.688239e-04,306, 7.373814e-03,3.670145e-04,307, 6.795801e+00
7168,7168, 8.551840e-03,4.262391e-04,278, 8.545542e-03,4.262391e-04,278, 7.137463e+00
7680,7680, 9.821844e-03,4.884279e-04,254, 9.812151e-03,4.884274e-04,254, 7.489259e+00
8192,8192, 1.116610e-02,5.563675e-04,233, 1.115985e-02,5.563675e-04,233, 7.809647e+00
9216,9216, 1.412935e-02,7.060415e-04,199, 1.412317e-02,7.060415e-04,199, 8.439275e+00
10240,10240, 1.744037e-02,8.649496e-04,174, 1.743308e-02,8.649496e-04,174, 9.107017e+00
11264,11264, 2.110076e-02,1.050871e-03,153, 2.109450e-02,1.050871e-03,153, 9.688260e+00
12288,12288, 2.510932e-02,1.242380e-03,137, 2.510308e-02,1.242380e-03,137, 1.032251e+01
13312,13312, 2.946740e-02,1.463170e-03,123, 2.946147e-02,1.463170e-03,123, 1.087595e+01
14336,14336, 3.417323e-02,1.686991e-03,112, 3.416704e-02,1.686990e-03,112, 1.148415e+01
15360,15360, 3.922754e-02,1.944934e-03,102, 3.922126e-02,1.944934e-03,102, 1.200559e+01
16384,16384, 4.463020e-02,2.202624e-03,94, 4.462402e-02,2.202624e-03,94, 1.258739e+01
18432,18432, 5.648177e-02,2.817414e-03,80, 5.647571e-02,2.817414e-03,80, 1.355711e+01
20480,20480, 6.972862e-02,3.456424e-03,70, 6.972265e-02,3.456424e-03,70, 1.464435e+01
22528,22528, 8.436856e-02,4.164314e-03,62, 8.436234e-02,4.164314e-03,62, 1.569365e+01
24576,24576, 1.004030e-01,5.008044e-03,55, 1.003971e-01,5.008044e-03,55, 1.656755e+01
26624,26624, 1.178322e-01,5.802462e-03,50, 1.178258e-01,5.802461e-03,50, 1.767576e+01
28672,28672, 1.366560e-01,6.831738e-03,45, 1.366488e-01,6.831737e-03,45, 1.844938e+01
30720,30720, 1.568737e-01,7.605309e-03,42, 1.568674e-01,7.605308e-03,42, 1.976681e+01
32768,32768, 1.784859e-01,8.890459e-03,38, 1.784803e-01,8.890459e-03,38, 2.034806e+01
