256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 1.706573e+00
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.156301e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.992699e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.881715e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.980301e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.547713e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.867504e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.125212e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.067896e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.089592e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 7.240605e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.888796e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.574702e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.380606e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.127286e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.094503e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.999303e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.512094e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.643605e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.667113e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.647086e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.638813e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.554103e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.303787e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 5.982304e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.348395e-02
256,2,11,-1, N,N,1.23400,1.34500,1024,1024,1024,-1,-1,-1,-1, 6.651807e-02
